codigo_contrato,data_venda,codigo_produto,valor_monetario,quantidade,codigo_vendedor,codigo_cliente
2700478,2022-06-10,2902500,34.8,2,521,138479
2700462,2022-06-10,424300,713.7,13,632,779813
2700462,2022-06-10,386700,182.5,3,632,779813
2700455,2022-06-10,2236900,702,2,420,656264
2700454,2022-06-10,1502400,21.65,1,644,76949
2700452,2022-06-10,2902500,40,3,584,102178
2700441,2022-06-10,2817300,199.8,2,378,686022
2700438,2022-06-10,2036600,23.8,4,608,788885
2699604,2022-06-10,386800,92.3,3,503,93166
2700436,2022-06-10,817800,886.5,3,524,787864
2700435,2022-06-10,1669700,144.4,3,644,159943
2700435,2022-06-10,1176400,98.7,3,644,159943
2700432,2022-06-10,2317900,85.8,1,378,788884
2700422,2022-06-10,2036600,23.8,2,537,183972
2700422,2022-06-10,386800,184.6,1,537,183972
2700416,2022-06-10,2317700,38.7,2,503,7575
2700402,2022-06-10,2317800,128.7,3,521,160388
2700396,2022-06-10,1212900,117,2,378,712423
2700396,2022-06-10,745500,21,60,378,712423
2700396,2022-06-10,534600,114,6,378,712423
2700396,2022-06-10,464100,90,100,378,712423
2700396,2022-06-10,447400,16.5,60,378,712423
2700396,2022-06-10,420900,55,100,378,712423
2700393,2022-06-10,1642100,630,4,511,246939
2700393,2022-06-10,1907000,234,3,511,246939
2700393,2022-06-10,1054000,352,2,511,246939
2700377,2022-06-10,2681800,215.74,12,589,188971
2700377,2022-06-10,1212900,131.84,6,589,188971
2700377,2022-06-10,447400,179.78,400,589,188971
2700375,2022-06-10,648800,31.8,1,521,727527
2700370,2022-06-10,536000,1995,2,608,788870
2700368,2022-06-10,2226700,121.5,1,584,612611
2700367,2022-06-10,1053900,296.4,4,473,436951
2700353,2022-06-10,313100,290.7,9,607,778964
2700346,2022-06-10,1176400,93.49,1,511,280580
2700340,2022-06-10,560200,172.5,50,608,8153
2700339,2022-06-10,643200,126,2,473,604775
2700337,2022-06-10,232600,31.35,2,521,389393
2700323,2022-06-10,648800,28.65,3,378,20325
2700323,2022-06-10,386800,498.6,9,378,20325
2700322,2022-06-10,2740000,150.9,3,584,144414
2700311,2022-06-10,1176400,98.7,2,607,57547
2700311,2022-06-10,1126800,53.5,3,607,57547
2700311,2022-06-10,1125900,130,1,607,57547
2700295,2022-06-10,692300,385,2,321,788856
2700295,2022-06-10,401800,27.12,2,321,788856
2700292,2022-06-10,1126200,423.8,39,392,146419
2700292,2022-06-10,1126000,48.9,2,392,146419
2700272,2022-06-10,560200,2.3,4,392,684164
2698311,2022-06-10,2681800,-27,-2,607,788453
2700260,2022-06-10,1125900,390,9,584,32556
2700253,2022-06-10,1407400,76.8,6,564,73373
2700250,2022-06-10,2710300,426.78,3,549,788850
2700250,2022-06-10,2200500,25.44,2,549,788850
2700245,2022-06-10,1176400,1116,4,503,31241
2700241,2022-06-10,648800,28.65,3,511,409200
2700228,2022-06-10,2226300,76.2,3,524,105002
2700222,2022-06-10,705400,18.8,3,632,184349
2700215,2022-06-10,1020900,11,2,564,560857
2700215,2022-06-10,1020800,20,2,564,560857
2700215,2022-06-10,560800,427,2,564,560857
2700208,2022-06-10,608200,120,400,528,788845
2700204,2022-06-10,1399500,159.8,2,511,659670
2700204,2022-06-10,1212900,39,3,511,659670
2700191,2022-06-10,2858700,266.95,1,521,44188
2700191,2022-06-10,2566000,273.6,2,521,44188
2700181,2022-06-10,143902,85.5,45,511,136848
2700176,2022-06-10,643200,63,3,528,103727
2700169,2022-06-10,1531100,14.7,2,511,727527
2700165,2022-06-10,255900,113.4,1,607,37303
2698712,2022-06-09,420900,165,200,638,195418
2698709,2022-06-09,608200,12,90,529,123484
2698709,2022-06-09,275700,30.3,30,529,123484
2698697,2022-06-09,1197300,64,2,640,390097
2698694,2022-06-09,643200,60,2,589,282651
2698687,2022-06-09,1032300,98.25,3,420,46664
2698681,2022-06-09,420900,165,200,528,213262
2698677,2022-06-09,1560200,14.9,2,584,577578
2698675,2022-06-09,424300,34,2,564,643788
2698673,2022-06-09,648800,31.8,2,511,97314
2698664,2022-06-09,2681800,48,2,511,714215
2698663,2022-06-09,2963100,20,3,420,699035
2698654,2022-06-09,643200,629.13,20,537,393944
2698651,2022-06-09,745500,1.05,3,584,785860
2698651,2022-06-09,464100,0.6,2,584,785860
2698651,2022-06-09,396400,0.8,2,584,785860
2698496,2022-06-09,2911200,31.8,2,589,220064
2698496,2022-06-09,648800,85.95,3,589,220064
2697721,2022-06-09,1032300,-32.75,-2,590,731604
2697721,2022-06-09,2358600,-143.7,-3,590,731604
2688628,2022-06-09,1126200,-15.48,-3,624,777358
2699673,2022-06-09,2478102,253.56,4,503,103174
2699671,2022-06-09,2902500,19.08,2,590,200738
2699668,2022-06-09,705400,35.8,6,473,350577
2699667,2022-06-09,1066700,288.4,4,563,6122
2699661,2022-06-09,2902500,40,1,521,215097
2699661,2022-06-09,2526200,399.8,2,521,215097
2699651,2022-06-09,420900,45,100,473,201188
2699651,2022-06-09,293000,60,100,473,201188
2699629,2022-06-09,143902,22.8,12,632,752215
2699625,2022-06-09,2226900,209.4,2,498,769451
2699614,2022-06-09,2681800,12,1,563,405899
2699613,2022-06-09,2200500,76.8,4,524,160150
2699613,2022-06-09,705400,8.9,3,524,160150
2699612,2022-06-09,2013700,263.7,2,528,358520
2699611,2022-06-09,492300,214,10,638,87769
2699599,2022-06-09,828500,55.25,26,632,221530
2699598,2022-06-09,1502400,21.65,3,473,242901
2699591,2022-06-09,1126200,170.28,22,624,777358
2699591,2022-06-09,1126000,154.8,10,624,777358
2699583,2022-06-09,2563106,454.5,3,537,46994
2699581,2022-06-09,2719000,396,3,631,146765
2699576,2022-06-09,1105000,26,2,473,772994
2699574,2022-06-09,748500,24,60,607,411662
2699574,2022-06-09,420900,90,600,607,411662
2699566,2022-06-09,889300,406,3,420,788714
2699557,2022-06-09,313100,184,9,511,770778
2699555,2022-06-09,143902,4.2,1,563,591763
2699552,2022-06-09,608200,34.2,90,529,731668
2699552,2022-06-09,464100,2.85,30,529,731668
2699552,2022-06-09,447400,22.8,20,529,731668
2699541,2022-06-09,2740000,191,2,473,140231
2699536,2022-06-09,2740000,100.6,1,643,11264
2699536,2022-06-09,2227100,69.8,2,643,11264
2699536,2022-06-09,560200,23,30,643,11264
2699526,2022-06-09,2897100,106.8,6,563,233411
2699507,2022-06-09,401800,28.6,2,640,143673
2699506,2022-06-09,2828000,17.9,2,537,592610
2699495,2022-06-09,2563111,157.7,1,632,788680
2699493,2022-06-09,275800,1.6,1,590,784782
2699493,2022-06-09,400,16.2,6,590,784782
2699482,2022-06-09,464100,12,40,511,788684
2699481,2022-06-09,2200600,12.4,3,503,788683
2699481,2022-06-09,1053900,234,1,503,788683
2699480,2022-06-09,648800,57.3,1,644,5225
2699480,2022-06-09,589800,5.15,1,644,5225
2699480,2022-06-09,143902,64.8,36,644,5225
2699466,2022-06-09,2200500,53.6,6,590,623919
2699466,2022-06-09,146600,33,4,590,623919
2699464,2022-06-09,2358600,135,9,624,727104
2699464,2022-06-09,648800,57.3,6,624,727104
2699464,2022-06-09,386800,83.1,1,624,727104
2699464,2022-06-09,400,148.5,90,624,727104
2699463,2022-06-09,1053800,142,2,546,257231
2699462,2022-06-09,2911200,547.4,51,458,709516
2699456,2022-06-09,1531100,29.4,3,473,788678
2699455,2022-06-09,2963000,18.9,2,529,6137
2699455,2022-06-09,2681800,27,2,529,6137
2699455,2022-06-09,643200,84,4,529,6137
2699442,2022-06-09,2963000,37.8,2,528,594029
2699442,2022-06-09,743700,127.5,150,528,594029
2699442,2022-06-09,608200,90,200,528,594029
2699442,2022-06-09,464100,50,300,528,594029
2699432,2022-06-09,1125900,390,2,474,328413
2699430,2022-06-09,267500,54.5,2,521,787747
2699405,2022-06-09,2200600,74.4,4,608,788673
2699405,2022-06-09,548700,123,2,608,788673
2699399,2022-06-09,2817300,299.7,2,528,176350
2699399,2022-06-09,2200500,26.8,3,528,176350
2699394,2022-06-09,1502400,43.3,1,473,126188
2699389,2022-06-09,1537400,29.4,3,585,23831
2699381,2022-06-09,2681800,9,1,564,646678
2699365,2022-06-09,2383100,32.9,1,590,81949
2699356,2022-06-09,1125900,246.98,2,563,18090
2699355,2022-06-09,2850200,163.5,3,420,788658
2699336,2022-06-09,464100,75,100,521,779199
2699336,2022-06-09,447400,9,40,521,779199
2699334,2022-06-09,396400,20,150,528,788652
2699334,2022-06-09,293000,15,180,528,788652
2699327,2022-06-09,1412600,30,3,631,766925
2699311,2022-06-09,447400,6,20,521,549383
2699311,2022-06-09,396400,2.7,18,521,549383
2699301,2022-06-09,1333700,108.7,1,624,364941
2699301,2022-06-09,645400,60,8,624,364941
2699298,2022-06-09,2317700,38.7,3,564,14834
2699298,2022-06-09,648800,57.3,2,564,14834
2699295,2022-06-09,400,16,20,584,687402
2699291,2022-06-09,965900,8.74,1,420,172160
2699291,2022-06-09,560200,34.5,30,420,172160
2699291,2022-06-09,503900,9.9,3,420,172160
2699285,2022-06-09,2013700,263.7,1,474,48266
2699281,2022-06-09,146600,11,2,585,794174
2699269,2022-06-09,608200,12,10,643,787556
2699269,2022-06-09,275700,10.1,20,643,787556
2699263,2022-06-09,2719100,198,1,607,84916
2699254,2022-06-09,1502400,43.3,1,420,563743
2699254,2022-06-09,745300,9.6,6,420,563743
2699252,2022-06-09,2828000,59.55,2,608,652572
2699249,2022-06-09,648800,63.6,3,631,732051
2699244,2022-06-09,560200,49.56,15,632,18108
2699240,2022-06-09,1360900,56.2,2,420,718960
2699223,2022-06-09,881000,51.5,3,521,259000
2699197,2022-06-09,2958800,15.65,1,643,97193
2699197,2022-06-09,1126200,31.3,1,643,97193
2699197,2022-06-09,1126000,15.65,1,643,97193
2699192,2022-06-09,1502400,43.3,3,608,783036
2699180,2022-06-09,396400,0.9,2,631,677019
2699168,2022-06-09,2317700,42.9,2,529,217776
2699168,2022-06-09,745300,14.4,4,529,217776
2699161,2022-06-09,293000,12,60,624,318722
2699152,2022-06-09,2681800,18,2,529,294038
2699152,2022-06-09,745500,4.2,8,529,294038
2699152,2022-06-09,396400,4,30,529,294038
2699145,2022-06-09,748500,8,30,608,784314
2699145,2022-06-09,608200,12,10,608,784314
2699145,2022-06-09,464100,3,30,608,784314
2699143,2022-06-09,909400,123.5,2,420,359231
2699122,2022-06-09,2488500,726.1,1,640,193034
2699107,2022-06-09,2622200,33.05,2,624,726841
2699107,2022-06-09,143902,54,30,624,726841
2699106,2022-06-09,2367200,89.1,1,537,71534
2699100,2022-06-09,1407400,60.6,2,549,426558
2699088,2022-06-09,1918400,36.3,2,563,615911
2699088,2022-06-09,965900,3.45,1,563,615911
2699078,2022-06-09,1502400,21.65,1,644,182162
2699047,2022-06-09,1032300,64.9,1,631,120294
2699047,2022-06-09,396400,12.6,24,631,120294
2699047,2022-06-09,293000,4.8,36,631,120294
2699027,2022-06-09,2226800,162,4,632,569377
2699017,2022-06-09,1502400,58.5,1,529,217654
2699013,2022-06-09,2036600,35.7,6,590,39682
2699005,2022-06-09,2958800,97.8,6,584,272826
2699005,2022-06-09,1126200,65.2,2,584,272826
2699005,2022-06-09,1126000,65.2,6,584,272826
2699005,2022-06-09,569100,158.4,4,584,272826
2698995,2022-06-09,2963000,22.35,2,590,39682
2698988,2022-06-09,1212900,33,3,624,594959
2698988,2022-06-09,802500,36.75,3,624,594959
2698986,2022-06-09,275800,4,15,458,110686
2698978,2022-06-09,2013700,175.8,6,498,22224
2698964,2022-06-09,1067000,1300,10,503,6189
2698962,2022-06-09,1197300,122.04,2,458,727527
2698952,2022-06-09,645400,45,3,563,227578
2698951,2022-06-09,1125900,65,1,585,50911
2698950,2022-06-09,1125900,240,4,378,777864
2698942,2022-06-09,2911200,96.6,4,632,37962
2698936,2022-06-09,2817300,199.8,3,589,2177
2698935,2022-06-09,2963100,20,3,608,630160
2698935,2022-06-09,643200,126,2,608,630160
2698932,2022-06-09,560200,4.6,4,590,576307
2698932,2022-06-09,396400,9,10,590,576307
2698929,2022-06-09,1399600,81.75,15,546,781805
2698925,2022-06-09,802500,73.5,1,624,395434
2698925,2022-06-09,503900,23.85,1,624,395434
2698925,2022-06-09,143902,5.4,3,624,395434
2698907,2022-06-09,2478102,130.2,3,521,550173
2698903,2022-06-09,745300,4.8,4,529,687482
2698897,2022-06-09,232600,23.55,1,608,284856
2698892,2022-06-09,1127900,37.5,5,529,560932
2698887,2022-06-09,2563109,316,2,564,283604
2698867,2022-06-09,589800,12.8,2,589,391612
2698867,2022-06-09,400,32.4,18,589,391612
2698853,2022-06-09,608200,4,30,378,753821
2698853,2022-06-09,275700,4.04,6,378,753821
2698851,2022-06-09,560200,21,20,498,14058
2698813,2022-06-09,601400,575,1,537,705948
2698810,2022-06-09,2963100,900,30,524,109093
2698808,2022-06-09,2902500,52.2,3,549,78142
2698801,2022-06-09,2013700,263.7,3,511,5820
2698801,2022-06-09,1750600,134.4,2,511,5820
2698799,2022-06-09,2533100,225,3,521,348711
2698782,2022-06-09,560200,69,120,524,636019
2698749,2022-06-09,2681800,54,3,608,32629
2698749,2022-06-09,396200,25,100,608,32629
2698735,2022-06-09,1126000,684.6,42,392,770935
2698732,2022-06-09,267500,75.06,1,549,163911
2698727,2022-06-09,881200,78,2,529,38582
2698727,2022-06-09,401800,85.8,3,529,38582
2698720,2022-06-09,643200,126,6,624,191289
2698717,2022-06-09,748500,14,10,585,151932
2698716,2022-06-09,2963100,79.8,4,589,788275
2698712,2022-06-09,817500,83.1,4,638,195418
2698712,2022-06-09,2963100,10,1,638,195418
2698712,2022-06-09,2681800,36,4,638,195418
2698712,2022-06-09,802500,110.25,2,638,195418
2698710,2022-06-09,2971600,294,7,521,441298
2698564,2022-06-08,447400,6,10,643,262092
2698564,2022-06-08,1032300,72.7,1,643,262092
2698575,2022-06-08,420900,18,30,643,262092
2698575,2022-06-08,447400,12,30,643,262092
2698591,2022-06-08,1105000,48,2,473,234614
2698591,2022-06-08,2911200,40.5,3,473,234614
2698594,2022-06-08,802500,81.6,2,140,675425
2698599,2022-06-08,1502400,82.4,4,458,100092
2698601,2022-06-08,2541600,599.7,1,473,108871
2698603,2022-06-08,267500,48.5,1,644,113126
2698603,2022-06-08,275800,42,40,644,113126
2698603,2022-06-08,396400,16,60,644,113126
2698603,2022-06-08,420900,44,40,644,113126
2698603,2022-06-08,447400,11,40,644,113126
2698603,2022-06-08,748500,14,20,644,113126
2698615,2022-06-08,2547800,456,2,503,121821
2698018,2022-06-08,1502400,21.65,1,549,341769
2697703,2022-06-08,965900,26.22,2,528,660836
2698603,2022-06-08,802500,36.75,3,644,113126
2698609,2022-06-08,723000,48.3,1,473,785283
2698609,2022-06-08,2681800,24,2,473,785283
2698015,2022-06-08,400,16.2,9,498,653809
2698013,2022-06-08,2821100,100.35,1,511,152467
2698007,2022-06-08,569100,133.2,2,529,128631
2698001,2022-06-08,255100,30.6,2,549,701833
2697993,2022-06-08,2710300,135,3,607,2354
2697991,2022-06-08,420900,6,10,584,656760
2697985,2022-06-08,464100,27,30,511,770138
2697981,2022-06-08,2963200,12.4,1,521,714878
2697981,2022-06-08,1212900,78,1,521,714878
2697696,2022-06-08,313100,184.2,6,549,562917
2697684,2022-06-08,560200,10.68,8,640,245009
2697684,2022-06-08,380700,73.2,4,640,245009
2697640,2022-06-08,375700,54.3,1,511,198395
2697631,2022-06-08,2475600,73,2,378,610922
2697630,2022-06-08,745500,42,20,640,197681
2697630,2022-06-08,464100,18,60,640,197681
2697979,2022-06-08,2566000,96,2,638,740415
2697971,2022-06-08,400,6.84,12,511,44947
2697962,2022-06-08,1560200,59.6,4,378,240444
2697960,2022-06-08,464100,13.5,15,632,29509
2697958,2022-06-08,1125900,65,2,584,782456
2697951,2022-06-08,232600,27.6,1,537,23489
2697926,2022-06-08,143902,180,300,474,604474
2697923,2022-06-08,2963000,75.6,4,378,1287
2697923,2022-06-08,1333700,326.1,4,378,1287
2697899,2022-06-08,2220500,450,1,474,216657
2697898,2022-06-08,1126200,975.24,63,638,663266
2697896,2022-06-08,2963100,30,9,498,1624
2697896,2022-06-08,2622200,33.05,2,498,1624
2697896,2022-06-08,723000,20.6,2,498,1624
2697896,2022-06-08,143902,270,150,498,1624
2697889,2022-06-08,1750600,44.8,3,529,653589
2697886,2022-06-08,2828000,35.8,3,392,729730
2697886,2022-06-08,2710300,270,2,392,729730
2697870,2022-06-08,2740000,50.3,1,521,194526
2697868,2022-06-08,375700,18.1,2,420,141682
2697862,2022-06-08,2740000,50.3,3,458,84818
2697862,2022-06-08,2226800,91.8,1,458,84818
2697861,2022-06-08,965900,8.72,3,390,19436
2697861,2022-06-08,723000,16.05,1,390,19436
2697857,2022-06-08,2963000,6.65,3,521,575862
2697857,2022-06-08,1105000,48,6,521,575862
2697855,2022-06-08,1399500,79.9,1,392,560750
2697830,2022-06-08,2740000,100.6,2,640,129642
2697830,2022-06-08,143902,38,40,640,129642
2697826,2022-06-08,380700,81.2,2,644,9837
2697819,2022-06-08,2526200,399.8,2,584,66451
2697807,2022-06-08,2911200,95.4,12,607,828608
2697805,2022-06-08,2971600,252,12,589,633836
2697796,2022-06-08,2719400,151,3,521,788395
2697787,2022-06-08,2897100,37.5,3,564,340020
2696762,2022-06-08,723000,25.5,4,638,639091
2697778,2022-06-08,705400,84.6,6,564,690550
2697774,2022-06-08,608200,8,20,590,287831
2697773,2022-06-08,1930000,97.02,9,638,73025
2697770,2022-06-08,1560200,29.8,2,537,78398
2697741,2022-06-08,396400,1.8,12,528,788386
2697741,2022-06-08,275800,4,5,528,788386
2686306,2022-06-08,464100,-49.5,-99,474,158336
2697731,2022-06-08,1930000,109.2,4,589,206428
2697731,2022-06-08,1412600,840,20,589,206428
2697728,2022-06-08,748500,1.4,2,564,126072
2697728,2022-06-08,420900,1.1,3,564,126072
2697721,2022-06-08,2358600,143.7,3,590,731604
2697721,2022-06-08,1032300,65.5,2,590,731604
2697720,2022-06-08,745500,42,40,546,222067
2697716,2022-06-08,2220400,224.2,1,521,788383
2697705,2022-06-08,1669700,207,6,511,225690
2698469,2022-06-08,1054000,79,3,644,392205
2698467,2022-06-08,1212900,264,4,546,788478
2698458,2022-06-08,909400,370.5,1,585,45924
2698456,2022-06-08,424300,156.48,6,521,788472
2698455,2022-06-08,810100,232.8,3,589,19211
2698454,2022-06-08,396400,2,15,511,148763
2698452,2022-06-08,1531100,14.7,2,420,308855
2698449,2022-06-08,420900,8.25,10,631,63322
2698447,2022-06-08,2740400,1574,2,503,741342
2698446,2022-06-08,420900,3.6,9,564,29048
2698446,2022-06-08,396400,4.05,3,564,29048
2698446,2022-06-08,293000,2.25,6,564,29048
2698443,2022-06-08,461500,56.1,6,511,88260
2698442,2022-06-08,1531100,58.8,2,585,363669
2698423,2022-06-08,2563109,499.5,1,608,253849
2698420,2022-06-08,723000,96.6,6,585,788469
2698420,2022-06-08,511100,20.95,2,585,788469
2698414,2022-06-08,420900,22,20,632,187815
2698400,2022-06-08,356000,109.8,3,420,727527
2698396,2022-06-08,743700,61.2,12,529,46379
2698376,2022-06-08,1930000,54.6,6,640,1256
2698376,2022-06-08,802500,441,4,640,1256
2698376,2022-06-08,723000,20.6,1,640,1256
2698375,2022-06-08,2226400,38,2,624,692910
2698375,2022-06-08,817500,27.7,1,624,692910
2698375,2022-06-08,648800,85.95,3,624,692910
2698375,2022-06-08,643200,42,2,624,692910
2698363,2022-06-08,2681800,9,2,607,788453
2698362,2022-06-08,748500,21,10,140,13095
2698347,2022-06-08,1067000,218.1,3,392,177317
2698334,2022-06-08,420900,21.6,24,546,167639
2698329,2022-06-08,1360900,28.1,1,585,772362
2698326,2022-06-08,1360900,28,3,392,586880
2698324,2022-06-08,2313300,430,1,608,788457
2698322,2022-06-08,1126800,101.64,1,529,787405
2698311,2022-06-08,2681800,27,3,607,788453
2698295,2022-06-08,2388200,771,3,458,588486
2698289,2022-06-08,560200,4.2,12,511,5197
2698289,2022-06-08,464100,30,100,511,5197
2698282,2022-06-08,2911200,40.5,3,378,101978
2698282,2022-06-08,1105000,48,2,378,101978
2698269,2022-06-08,1197300,96,1,549,5349
2698268,2022-06-08,1125900,189,6,474,703724
2698266,2022-06-08,293000,3.75,10,420,117176
2698252,2022-06-08,2317800,55.2,2,640,788450
2698252,2022-06-08,1126800,107,1,640,788450
2698252,2022-06-08,1067000,145.4,2,640,788450
2698247,2022-06-08,1560200,89.4,4,528,681747
2698240,2022-06-08,2367200,50,3,546,788007
2698233,2022-06-08,1125900,130,2,528,303114
2698232,2022-06-08,1105000,96,6,607,108230
2698231,2022-06-08,2911200,32.2,2,624,148449
2698231,2022-06-08,2317700,55.2,2,624,148449
2698226,2022-06-08,743700,51,5,631,608958
2698221,2022-06-08,2958800,195.6,12,524,153400
2698221,2022-06-08,1126200,97.8,6,524,153400
2698221,2022-06-08,1126000,195.6,4,524,153400
2698209,2022-06-08,828500,31,30,529,6768
2698209,2022-06-08,401800,85.8,1,529,6768
2698205,2022-06-08,2317800,27.6,1,537,788447
2698204,2022-06-08,643200,63,3,511,126529
2698198,2022-06-08,560200,99,60,624,766228
2698184,2022-06-08,2911200,27,2,584,37464
2698184,2022-06-08,2681800,18,1,584,37464
2698184,2022-06-08,1918400,72.6,2,584,37464
2698184,2022-06-08,400,28.8,12,584,37464
2698174,2022-06-08,723000,25.5,3,607,151375
2698174,2022-06-08,648800,28.3,2,607,151375
2698173,2022-06-08,2317900,140.7,1,644,642988
2698159,2022-06-08,2227100,34.9,2,564,569164
2698156,2022-06-08,2911200,218.4,12,608,684532
2698150,2022-06-08,2963100,120,36,474,73177
2698140,2022-06-08,2969900,51.8,2,537,341769
2698127,2022-06-08,503900,9.9,2,644,427670
2698127,2022-06-08,375700,54.3,1,644,427670
2698117,2022-06-08,2681800,27,1,564,13990
2698117,2022-06-08,2226900,34.9,2,564,13990
2698117,2022-06-08,275700,17.2,40,564,13990
2698114,2022-06-08,1127900,75,10,473,95992
2698114,2022-06-08,503900,59.4,2,473,95992
2698107,2022-06-08,2740000,50.3,2,528,236834
2698107,2022-06-08,1127900,45,60,528,236834
2698107,2022-06-08,817500,23.3,1,528,236834
2698107,2022-06-08,802500,110.25,1,528,236834
2698105,2022-06-08,1531100,132.3,6,640,132117
2698093,2022-06-08,817500,27.7,3,640,213986
2698093,2022-06-08,420900,5.5,10,640,213986
2698091,2022-06-08,1125900,65,2,521,638749
2698083,2022-06-08,420900,2.2,12,590,693673
2698081,2022-06-08,2337600,42,1,498,13889
2698072,2022-06-08,2200500,40.2,1,498,794174
2698069,2022-06-08,447400,180,200,378,373677
2698069,2022-06-08,420900,180,300,378,373677
2698048,2022-06-08,2821101,33.45,1,511,49265
2698048,2022-06-08,267500,24.25,2,511,49265
2698043,2022-06-08,645400,90,9,473,18776
2698037,2022-06-08,2828000,56.58,1,473,65637
2698034,2022-06-08,2306100,145.5,100,644,695487
2698469,2022-06-08,1642100,282,1,644,392205
2698020,2022-06-08,420900,540,800,390,669156
2698471,2022-06-08,254800,76,3,528,347385
2698482,2022-06-08,2200500,13.4,3,563,340039
2698489,2022-06-08,447400,1.2,2,632,788483
2698507,2022-06-08,447400,54,60,640,104544
2698507,2022-06-08,464100,18,20,640,104544
2698507,2022-06-08,608200,16,40,640,104544
2698515,2022-06-08,745300,2.1,1,321,634173
2698536,2022-06-08,491000,54.71,1,643,788491
2698536,2022-06-08,511100,62.58,2,643,788491
2698540,2022-06-08,2475600,146,1,608,641194
2698563,2022-06-08,275800,24,60,529,695028
2698563,2022-06-08,293000,8,60,529,695028
2698563,2022-06-08,396400,14,20,529,695028
2698563,2022-06-08,420900,27,60,529,695028
2698563,2022-06-08,608200,6,20,529,695028
2698563,2022-06-08,748500,12,20,529,695028
2698564,2022-06-08,420900,12,10,643,262092
2697500,2022-06-07,396400,7.2,16,528,761095
2696260,2022-06-07,1105000,288,12,474,169765
2696260,2022-06-07,1894400,128.7,1,474,169765
2696527,2022-06-07,2963000,14.9,2,392,676161
2696648,2022-06-07,2740000,100.6,4,564,673718
2696651,2022-06-07,2533100,337.5,1,584,35173
2696671,2022-06-07,1105000,72,2,644,789658
2696675,2022-06-07,569100,158.4,2,511,421585
2696680,2022-06-07,401800,85.8,2,585,88888
2696683,2022-06-07,375700,18.1,3,643,788178
2696691,2022-06-07,723000,10.3,2,589,788167
2696691,2022-06-07,965900,5.6,1,589,788167
2696691,2022-06-07,1032300,65.5,3,589,788167
2696691,2022-06-07,2226500,41.4,1,589,788167
2696694,2022-06-07,255100,11.3,2,420,787703
2696694,2022-06-07,965900,4.37,1,420,787703
2696723,2022-06-07,643200,21,2,474,64619
2696726,2022-06-07,1125900,123.5,4,521,126209
2696727,2022-06-07,965900,16.8,4,584,653336
2696727,2022-06-07,1918400,72.6,3,584,653336
2696728,2022-06-07,396400,12,10,511,684838
2696731,2022-06-07,1054000,176,3,524,788186
2696735,2022-06-07,2635600,37.8,2,624,788179
2696746,2022-06-07,2388200,810,2,585,70269
2696752,2022-06-07,2226700,275.4,2,529,779886
2696754,2022-06-07,2374500,506,2,528,404963
2696756,2022-06-07,447400,18,20,392,788193
2696756,2022-06-07,965900,8.74,2,392,788193
2696760,2022-06-07,643200,126,6,511,16285
2696766,2022-06-07,569100,237.6,6,640,176129
2696767,2022-06-07,1412700,430,129,528,80374
2696769,2022-06-07,2226300,38.1,2,590,99403
2696771,2022-06-07,2220400,236,3,607,788194
2696796,2022-06-07,2367200,103.8,3,529,422030
2696803,2022-06-07,643200,84,4,524,108269
2696814,2022-06-07,375700,102.3,2,474,186864
2696818,2022-06-07,1003500,771.4,1,140,146701
2696837,2022-06-07,1020800,10,2,590,52110
2696872,2022-06-07,2849700,57,2,643,788202
2696882,2022-06-07,293000,1.5,9,474,788204
2696891,2022-06-07,2013700,87.9,1,632,201388
2696894,2022-06-07,2388200,540,1,585,788207
2696894,2022-06-07,2941900,662,2,585,788207
2696896,2022-06-07,2293400,189,2,546,226102
2696900,2022-06-07,723000,61.8,4,140,697367
2696904,2022-06-07,400,28.8,16,590,770296
2696911,2022-06-07,643200,48,2,392,741493
2696916,2022-06-07,1412600,140,10,643,30469
2696917,2022-06-07,589800,5.15,2,638,70701
2696917,2022-06-07,748500,60,100,638,70701
2696917,2022-06-07,965900,33.6,8,638,70701
2696934,2022-06-07,548700,61.5,3,378,178663
2696942,2022-06-07,1032300,109.05,1,528,254522
2696943,2022-06-07,1032300,32.75,1,392,636609
2696943,2022-06-07,1399500,75.4,1,392,636609
2696949,2022-06-07,881000,92,2,564,136410
2696962,2022-06-07,401800,28.6,2,589,710414
2696978,2022-06-07,293000,60,200,511,104821
2696978,2022-06-07,396400,35,100,511,104821
2696978,2022-06-07,2306100,16.8,60,511,104821
2696986,2022-06-07,2358600,47.9,2,537,766935
2696990,2022-06-07,2226700,124.2,1,589,742521
2696990,2022-06-07,2622200,99.15,6,589,742521
2696992,2022-06-07,2226300,76.2,1,392,136701
2696997,2022-06-07,1126800,481.5,3,590,592610
2696997,2022-06-07,1399500,75.4,3,590,592610
2696998,2022-06-07,648800,85.95,9,537,50019
2697004,2022-06-07,2719100,540,2,378,770201
2697006,2022-06-07,2963100,10,2,511,53963
2697008,2022-06-07,396400,16,40,640,321896
2697008,2022-06-07,608200,70,100,640,321896
2697022,2022-06-07,146600,5.5,1,584,45525
2697041,2022-06-07,2963100,37.9,3,537,696757
2697043,2022-06-07,146600,5.5,2,498,43872
2697045,2022-06-07,975000,186,2,564,63461
2697050,2022-06-07,560200,3.45,2,640,775804
2697053,2022-06-07,2963100,10,2,584,687671
2697055,2022-06-07,2849700,28.5,3,643,374206
2697062,2022-06-07,1407400,60,1,473,120796
2697070,2022-06-07,1125900,780,8,420,685720
2697076,2022-06-07,232600,7.85,1,563,390119
